Time[s],,é©å»î‰är-X,é©å»î‰är-Y,ïWèÄî‰är-X,ïWèÄî‰är-Y,CH5(Max)[V],CH6(Max)[V]
55.80 ,0.504 ,-0.0200 ,-0.0675 ,-0.0200 ,-0.3975 ,2.9188 ,0.0125 
55.85 ,0.507 ,-0.0200 ,-0.0650 ,-0.0225 ,-0.3975 ,2.9125 ,0.0125 
55.90 ,0.504 ,-0.0175 ,-0.0650 ,-0.0225 ,-0.3975 ,2.9188 ,0.0125 
55.95 ,0.507 ,-0.0225 ,-0.0650 ,-0.0250 ,-0.3975 ,2.9125 ,0.0125 
56.00 ,0.507 ,-0.0200 ,-0.0675 ,-0.0225 ,-0.3975 ,2.9125 ,0.0125 
56.05 ,0.507 ,-0.0200 ,-0.0675 ,-0.0250 ,-0.3975 ,2.9125 ,0.0125 
56.10 ,0.507 ,-0.0200 ,-0.0650 ,-0.0250 ,-0.4000 ,2.9125 ,0.0125 
56.15 ,0.507 ,-0.0200 ,-0.0650 ,-0.0250 ,-0.3975 ,2.9125 ,0.0125 
56.20 ,0.511 ,-0.0200 ,-0.0650 ,-0.0225 ,-0.3975 ,2.9063 ,0.0125 
56.25 ,0.511 ,-0.0200 ,-0.0650 ,-0.0250 ,-0.4000 ,2.9063 ,0.0125 
56.30 ,0.511 ,-0.0225 ,-0.0625 ,-0.0250 ,-0.3950 ,2.9063 ,0.0063 
56.35 ,0.515 ,-0.0200 ,-0.0600 ,-0.0225 ,-0.3975 ,2.9000 ,0.0125 
56.40 ,0.515 ,-0.0175 ,-0.0650 ,-0.0200 ,-0.3975 ,2.9000 ,0.0125 
56.45 ,0.518 ,-0.0175 ,-0.0600 ,-0.0200 ,-0.3975 ,2.8938 ,0.0125 
56.50 ,0.518 ,-0.0175 ,-0.0625 ,-0.0225 ,-0.3950 ,2.8938 ,0.0188 
56.55 ,0.518 ,-0.0200 ,-0.0600 ,-0.0225 ,-0.4000 ,2.8938 ,0.0125 
56.60 ,0.518 ,-0.0225 ,-0.0625 ,-0.0225 ,-0.3975 ,2.8938 ,0.0125 
56.65 ,0.522 ,-0.0200 ,-0.0625 ,-0.0225 ,-0.4000 ,2.8875 ,0.0125 
56.70 ,0.522 ,-0.0200 ,-0.0600 ,-0.0200 ,-0.4000 ,2.8875 ,0.0125 
56.75 ,0.522 ,-0.0175 ,-0.0600 ,-0.0225 ,-0.3950 ,2.8875 ,0.0125 
56.80 ,0.526 ,-0.0200 ,-0.0625 ,-0.0250 ,-0.3975 ,2.8813 ,0.0125 
56.85 ,0.526 ,-0.0175 ,-0.0600 ,-0.0225 ,-0.3975 ,2.8813 ,0.0125 
56.90 ,0.526 ,-0.0175 ,-0.0600 ,-0.0250 ,-0.4000 ,2.8813 ,0.0125 
56.95 ,0.526 ,-0.0175 ,-0.0650 ,-0.0250 ,-0.4025 ,2.8813 ,0.0125 
57.00 ,0.529 ,-0.0175 ,-0.0650 ,-0.0225 ,-0.4025 ,2.8750 ,0.0125 
57.05 ,0.529 ,-0.0150 ,-0.0650 ,-0.0225 ,-0.4025 ,2.8750 ,0.0063 
57.10 ,0.529 ,-0.0175 ,-0.0625 ,-0.0225 ,-0.4050 ,2.8750 ,0.0125 
57.15 ,0.529 ,-0.0175 ,-0.0650 ,-0.0250 ,-0.4025 ,2.8750 ,0.0125 
57.20 ,0.529 ,-0.0150 ,-0.0650 ,-0.0275 ,-0.4075 ,2.8750 ,0.0125 
57.25 ,0.533 ,-0.0150 ,-0.0625 ,-0.0275 ,-0.4050 ,2.8688 ,0.0125 
57.30 ,0.533 ,-0.0150 ,-0.0650 ,-0.0250 ,-0.4050 ,2.8688 ,0.0125 
57.35 ,0.537 ,-0.0100 ,-0.0650 ,-0.0275 ,-0.4075 ,2.8625 ,0.0125 
57.40 ,0.537 ,-0.0100 ,-0.0675 ,-0.0250 ,-0.4075 ,2.8625 ,0.0125 
57.45 ,0.537 ,-0.0100 ,-0.0675 ,-0.0250 ,-0.4075 ,2.8625 ,0.0125 
57.50 ,0.537 ,-0.0100 ,-0.0650 ,-0.0250 ,-0.4075 ,2.8625 ,0.0125 
57.55 ,0.540 ,-0.0075 ,-0.0675 ,-0.0275 ,-0.4075 ,2.8563 ,0.0125 
57.60 ,0.540 ,-0.0075 ,-0.0675 ,-0.0225 ,-0.4075 ,2.8563 ,0.0125 
57.65 ,0.540 ,-0.0100 ,-0.0700 ,-0.0225 ,-0.4075 ,2.8563 ,0.0125 
57.70 ,0.540 ,-0.0075 ,-0.0700 ,-0.0225 ,-0.4075 ,2.8563 ,0.0125 
57.75 ,0.540 ,-0.0075 ,-0.0750 ,-0.0225 ,-0.4050 ,2.8563 ,0.0063 
57.80 ,0.544 ,-0.0075 ,-0.0725 ,-0.0225 ,-0.4050 ,2.8500 ,0.0125 
57.85 ,0.544 ,-0.0075 ,-0.0750 ,-0.0250 ,-0.4050 ,2.8500 ,0.0125 
57.90 ,0.544 ,-0.0050 ,-0.0750 ,-0.0225 ,-0.4075 ,2.8500 ,0.0125 
57.95 ,0.548 ,-0.0050 ,-0.0775 ,-0.0200 ,-0.4075 ,2.8438 ,0.0125 
58.00 ,0.551 ,-0.0025 ,-0.0775 ,-0.0200 ,-0.4075 ,2.8375 ,0.0125 
58.05 ,0.548 ,-0.0025 ,-0.0775 ,-0.0225 ,-0.4075 ,2.8438 ,0.0125 
58.10 ,0.548 ,-0.0025 ,-0.0800 ,-0.0225 ,-0.4075 ,2.8438 ,0.0125 
58.15 ,0.551 ,-0.0025 ,-0.0800 ,-0.0225 ,-0.4075 ,2.8375 ,0.0125 
58.20 ,0.551 ,-0.0050 ,-0.0825 ,-0.0225 ,-0.4075 ,2.8375 ,0.0125 
58.25 ,0.548 ,-0.0025 ,-0.0850 ,-0.0200 ,-0.4075 ,2.8438 ,0.0125 
58.30 ,0.551 ,-0.0050 ,-0.0850 ,-0.0225 ,-0.4075 ,2.8375 ,0.0125 
58.35 ,0.555 ,-0.0025 ,-0.0875 ,-0.0200 ,-0.4075 ,2.8313 ,0.0125 
58.40 ,0.555 ,0.0000 ,-0.0900 ,-0.0225 ,-0.4075 ,2.8313 ,0.0125 
58.45 ,0.551 ,-0.0025 ,-0.0925 ,-0.0200 ,-0.4075 ,2.8375 ,0.0125 
58.50 ,0.555 ,0.0000 ,-0.0925 ,-0.0250 ,-0.4100 ,2.8313 ,0.0125 
58.55 ,0.555 ,0.0000 ,-0.0925 ,-0.0250 ,-0.4100 ,2.8313 ,0.0125 
58.60 ,0.559 ,0.0025 ,-0.0950 ,-0.0250 ,-0.4100 ,2.8250 ,0.0188 
58.65 ,0.559 ,0.0025 ,-0.0950 ,-0.0250 ,-0.4100 ,2.8250 ,0.0125 
58.70 ,0.559 ,0.0050 ,-0.0975 ,-0.0250 ,-0.4100 ,2.8250 ,0.0125 
58.75 ,0.559 ,0.0025 ,-0.0975 ,-0.0250 ,-0.4100 ,2.8250 ,0.0125 
58.80 ,0.559 ,0.0050 ,-0.0975 ,-0.0250 ,-0.4100 ,2.8250 ,0.0125 
58.85 ,0.559 ,0.0025 ,-0.1000 ,-0.0250 ,-0.4100 ,2.8250 ,0.0125 
58.90 ,0.563 ,0.0025 ,-0.1000 ,-0.0250 ,-0.4150 ,2.8188 ,0.0125 
58.95 ,0.563 ,0.0025 ,-0.1025 ,-0.0225 ,-0.4150 ,2.8188 ,0.0125 
59.00 ,0.563 ,0.0000 ,-0.1050 ,-0.0225 ,-0.4125 ,2.8188 ,0.0125 
59.05 ,0.566 ,0.0000 ,-0.1075 ,-0.0225 ,-0.4150 ,2.8125 ,0.0063 
59.10 ,0.566 ,0.0025 ,-0.1100 ,-0.0225 ,-0.4150 ,2.8125 ,0.0125 
59.15 ,0.566 ,-0.0025 ,-0.1100 ,-0.0250 ,-0.4150 ,2.8125 ,0.0125 
59.20 ,0.570 ,0.0000 ,-0.1075 ,-0.0275 ,-0.4150 ,2.8063 ,0.0125 
59.25 ,0.570 ,-0.0025 ,-0.1075 ,-0.0250 ,-0.4150 ,2.8063 ,0.0063 
59.30 ,0.570 ,-0.0025 ,-0.1050 ,-0.0250 ,-0.4150 ,2.8063 ,0.0125 
59.35 ,0.570 ,-0.0025 ,-0.1100 ,-0.0225 ,-0.4150 ,2.8063 ,0.0125 
59.40 ,0.570 ,0.0000 ,-0.1125 ,-0.0225 ,-0.4150 ,2.8063 ,0.0125 
59.45 ,0.574 ,0.0000 ,-0.1125 ,-0.0250 ,-0.4150 ,2.8000 ,0.0125 
59.50 ,0.574 ,0.0000 ,-0.1125 ,-0.0250 ,-0.4125 ,2.8000 ,0.0125 
59.55 ,0.577 ,-0.0025 ,-0.1100 ,-0.0250 ,-0.4150 ,2.7938 ,0.0125 
59.60 ,0.577 ,-0.0025 ,-0.1100 ,-0.0250 ,-0.4125 ,2.7938 ,0.0125 
59.65 ,0.574 ,-0.0025 ,-0.1125 ,-0.0250 ,-0.4100 ,2.8000 ,0.5750 
59.70 ,0.577 ,-0.0025 ,-0.1125 ,-0.0250 ,-0.4125 ,2.7938 ,0.5938 
59.75 ,0.577 ,-0.0050 ,-0.1125 ,-0.0250 ,-0.4100 ,2.7938 ,0.5688 
59.80 ,0.581 ,-0.0075 ,-0.1075 ,-0.0250 ,-0.4100 ,2.7875 ,0.3188 
59.85 ,0.581 ,-0.0050 ,-0.1100 ,-0.0300 ,-0.4100 ,2.7875 ,0.0563 
59.90 ,0.585 ,-0.0025 ,-0.1100 ,-0.0300 ,-0.4100 ,2.7813 ,0.0188 
59.95 ,0.581 ,-0.0075 ,-0.1100 ,-0.0300 ,-0.4125 ,2.7875 ,0.0188 
60.00 ,0.585 ,-0.0075 ,-0.1050 ,-0.0300 ,-0.4100 ,2.7813 ,0.0125 
60.05 ,0.585 ,-0.0100 ,-0.1050 ,-0.0350 ,-0.4075 ,2.7813 ,0.0125 
60.10 ,0.588 ,-0.0100 ,-0.1050 ,-0.0300 ,-0.4075 ,2.7750 ,0.0125 
60.15 ,0.585 ,-0.0100 ,-0.1000 ,-0.0275 ,-0.4050 ,2.7813 ,0.0125 
60.20 ,0.588 ,-0.0100 ,-0.1000 ,-0.0275 ,-0.4050 ,2.7750 ,0.0125 
60.25 ,0.588 ,-0.0125 ,-0.1000 ,-0.0300 ,-0.4025 ,2.7750 ,0.0125 
60.30 ,0.592 ,-0.0125 ,-0.1000 ,-0.0325 ,-0.4025 ,2.7688 ,0.0125 
60.35 ,0.588 ,-0.0150 ,-0.0950 ,-0.0300 ,-0.4025 ,2.7750 ,0.0125 
60.40 ,0.592 ,-0.0150 ,-0.0950 ,-0.0325 ,-0.4025 ,2.7688 ,0.0125 
60.45 ,0.592 ,-0.0150 ,-0.0950 ,-0.0300 ,-0.4000 ,2.7688 ,0.0125 
60.50 ,0.592 ,-0.0175 ,-0.0925 ,-0.0300 ,-0.4000 ,2.7688 ,0.0125 
60.55 ,0.596 ,-0.0150 ,-0.0900 ,-0.0325 ,-0.3950 ,2.7625 ,0.0125 
60.60 ,0.596 ,-0.0175 ,-0.0900 ,-0.0325 ,-0.3975 ,2.7625 ,0.0125 
60.65 ,0.599 ,-0.0150 ,-0.0850 ,-0.0300 ,-0.3975 ,2.7563 ,0.0125 
60.70 ,0.599 ,-0.0150 ,-0.0875 ,-0.0300 ,-0.3925 ,2.7563 ,0.0125 
60.75 ,0.599 ,-0.0175 ,-0.0850 ,-0.0325 ,-0.3900 ,2.7563 ,0.0125 
60.80 ,0.603 ,-0.0200 ,-0.0825 ,-0.0300 ,-0.3900 ,2.7500 ,0.0125 
60.85 ,0.603 ,-0.0200 ,-0.0775 ,-0.0300 ,-0.3900 ,2.7500 ,0.0125 
60.90 ,0.603 ,-0.0175 ,-0.0775 ,-0.0325 ,-0.3925 ,2.7500 ,0.0125 
60.95 ,0.603 ,-0.0175 ,-0.0800 ,-0.0325 ,-0.3925 ,2.7500 ,0.0125 
61.00 ,0.607 ,-0.0200 ,-0.0775 ,-0.0325 ,-0.3900 ,2.7438 ,0.0125 
61.05 ,0.607 ,-0.0200 ,-0.0775 ,-0.0325 ,-0.3850 ,2.7438 ,0.0188 
61.10 ,0.607 ,-0.0225 ,-0.0750 ,-0.0325 ,-0.3900 ,2.7438 ,0.0125 
61.15 ,0.607 ,-0.0225 ,-0.0725 ,-0.0325 ,-0.3850 ,2.7438 ,0.0125 
61.20 ,0.610 ,-0.0250 ,-0.0700 ,-0.0325 ,-0.3850 ,2.7375 ,0.0125 
61.25 ,0.610 ,-0.0225 ,-0.0675 ,-0.0350 ,-0.3825 ,2.7375 ,0.0125 
61.30 ,0.610 ,-0.0225 ,-0.0650 ,-0.0350 ,-0.3800 ,2.7375 ,0.0125 
61.35 ,0.610 ,-0.0200 ,-0.0675 ,-0.0350 ,-0.3800 ,2.7375 ,0.0125 
61.40 ,0.614 ,-0.0225 ,-0.0650 ,-0.0325 ,-0.3800 ,2.7313 ,0.0125 
61.45 ,0.610 ,-0.0225 ,-0.0650 ,-0.0325 ,-0.3825 ,2.7375 ,0.0125 
61.50 ,0.614 ,-0.0250 ,-0.0700 ,-0.0325 ,-0.3800 ,2.7313 ,0.0125 
61.55 ,0.614 ,-0.0250 ,-0.0650 ,-0.0350 ,-0.3800 ,2.7313 ,0.0125 
61.60 ,0.614 ,-0.0250 ,-0.0650 ,-0.0350 ,-0.3850 ,2.7313 ,0.0125 
61.65 ,0.618 ,-0.0275 ,-0.0650 ,-0.0350 ,-0.3850 ,2.7250 ,0.0125 
61.70 ,0.618 ,-0.0250 ,-0.0650 ,-0.0350 ,-0.3875 ,2.7250 ,0.0125 
61.75 ,0.618 ,-0.0250 ,-0.0625 ,-0.0325 ,-0.3850 ,2.7250 ,0.0125 
61.80 ,0.618 ,-0.0275 ,-0.0600 ,-0.0350 ,-0.3875 ,2.7250 ,0.0125 
61.85 ,0.621 ,-0.0275 ,-0.0625 ,-0.0325 ,-0.3875 ,2.7188 ,0.0125 
61.90 ,0.618 ,-0.0275 ,-0.0600 ,-0.0325 ,-0.3875 ,2.7250 ,0.0125 
61.95 ,0.621 ,-0.0275 ,-0.0575 ,-0.0325 ,-0.3875 ,2.7188 ,0.0125 
62.00 ,0.621 ,-0.0275 ,-0.0600 ,-0.0325 ,-0.3900 ,2.7188 ,0.0125 
62.05 ,0.621 ,-0.0275 ,-0.0600 ,-0.0325 ,-0.3875 ,2.7188 ,0.0125 
62.10 ,0.625 ,-0.0275 ,-0.0625 ,-0.0350 ,-0.3900 ,2.7125 ,0.0125 
62.15 ,0.625 ,-0.0250 ,-0.0600 ,-0.0325 ,-0.3875 ,2.7125 ,0.0125 
62.20 ,0.625 ,-0.0275 ,-0.0550 ,-0.0325 ,-0.3900 ,2.7125 ,0.0125 
62.25 ,0.625 ,-0.0275 ,-0.0550 ,-0.0325 ,-0.3875 ,2.7125 ,0.0125 
62.30 ,0.625 ,-0.0325 ,-0.0550 ,-0.0325 ,-0.3875 ,2.7125 ,0.0125 
62.35 ,0.625 ,-0.0275 ,-0.0550 ,-0.0325 ,-0.3900 ,2.7125 ,0.0125 
62.40 ,0.629 ,-0.0275 ,-0.0550 ,-0.0325 ,-0.3900 ,2.7063 ,0.0125 
62.45 ,0.629 ,-0.0275 ,-0.0550 ,-0.0325 ,-0.3900 ,2.7063 ,0.0125 
62.50 ,0.629 ,-0.0275 ,-0.0525 ,-0.0300 ,-0.3900 ,2.7063 ,0.0125 
62.55 ,0.629 ,-0.0275 ,-0.0550 ,-0.0300 ,-0.3900 ,2.7063 ,0.0125 
62.60 ,0.632 ,-0.0275 ,-0.0550 ,-0.0300 ,-0.3900 ,2.7000 ,0.0125 
62.65 ,0.632 ,-0.0300 ,-0.0525 ,-0.0300 ,-0.3900 ,2.7000 ,0.0188 
62.70 ,0.632 ,-0.0275 ,-0.0550 ,-0.0300 ,-0.3925 ,2.7000 ,0.0063 
62.75 ,0.632 ,-0.0300 ,-0.0525 ,-0.0300 ,-0.3950 ,2.7000 ,0.0125 
62.80 ,0.632 ,-0.0300 ,-0.0500 ,-0.0275 ,-0.3950 ,2.7000 ,0.0125 
62.85 ,0.636 ,-0.0300 ,-0.0500 ,-0.0300 ,-0.3950 ,2.6938 ,0.0125 
62.90 ,0.636 ,-0.0300 ,-0.0475 ,-0.0300 ,-0.3950 ,2.6938 ,0.0125 
62.95 ,0.636 ,-0.0300 ,-0.0500 ,-0.0300 ,-0.3925 ,2.6938 ,0.0125 
63.00 ,0.640 ,-0.0300 ,-0.0500 ,-0.0300 ,-0.3950 ,2.6875 ,0.0125 
63.05 ,0.640 ,-0.0300 ,-0.0500 ,-0.0300 ,-0.3975 ,2.6875 ,0.0125 
63.10 ,0.640 ,-0.0325 ,-0.0500 ,-0.0325 ,-0.3975 ,2.6875 ,0.0125 
63.15 ,0.643 ,-0.0350 ,-0.0500 ,-0.0300 ,-0.3975 ,2.6813 ,0.0125 
63.20 ,0.643 ,-0.0325 ,-0.0500 ,-0.0325 ,-0.3950 ,2.6813 ,0.0125 
63.25 ,0.643 ,-0.0325 ,-0.0525 ,-0.0325 ,-0.3975 ,2.6813 ,0.0125 
63.30 ,0.643 ,-0.0350 ,-0.0500 ,-0.0275 ,-0.3950 ,2.6813 ,0.0125 
63.35 ,0.647 ,-0.0300 ,-0.0500 ,-0.0300 ,-0.3975 ,2.6750 ,0.0125 
63.40 ,0.647 ,-0.0325 ,-0.0500 ,-0.0300 ,-0.4000 ,2.6750 ,0.0125 
63.45 ,0.647 ,-0.0325 ,-0.0500 ,-0.0300 ,-0.3950 ,2.6750 ,0.0125 
63.50 ,0.651 ,-0.0325 ,-0.0500 ,-0.0275 ,-0.3950 ,2.6688 ,0.0125 
63.55 ,0.651 ,-0.0325 ,-0.0525 ,-0.0275 ,-0.3975 ,2.6688 ,0.0125 
63.60 ,0.651 ,-0.0325 ,-0.0500 ,-0.0275 ,-0.4000 ,2.6688 ,0.0188 
63.65 ,0.651 ,-0.0300 ,-0.0475 ,-0.0275 ,-0.4000 ,2.6688 ,0.0125 
63.70 ,0.654 ,-0.0300 ,-0.0475 ,-0.0300 ,-0.4000 ,2.6625 ,0.0125 
63.75 ,0.651 ,-0.0300 ,-0.0500 ,-0.0300 ,-0.4025 ,2.6688 ,0.0125 
63.80 ,0.654 ,-0.0300 ,-0.0500 ,-0.0325 ,-0.3975 ,2.6625 ,0.0125 
63.85 ,0.654 ,-0.0300 ,-0.0500 ,-0.0325 ,-0.3975 ,2.6625 ,0.0125 
63.90 ,0.658 ,-0.0300 ,-0.0500 ,-0.0300 ,-0.3975 ,2.6563 ,0.0125 
63.95 ,0.654 ,-0.0300 ,-0.0550 ,-0.0325 ,-0.3975 ,2.6625 ,0.0125 
64.00 ,0.654 ,-0.0300 ,-0.0525 ,-0.0325 ,-0.3975 ,2.6625 ,0.0125 
64.05 ,0.658 ,-0.0325 ,-0.0525 ,-0.0275 ,-0.3975 ,2.6563 ,0.0125 
64.10 ,0.658 ,-0.0350 ,-0.0525 ,-0.0300 ,-0.3950 ,2.6563 ,0.0125 
64.15 ,0.658 ,-0.0325 ,-0.0525 ,-0.0275 ,-0.3975 ,2.6563 ,0.0125 
64.20 ,0.662 ,-0.0350 ,-0.0525 ,-0.0275 ,-0.3975 ,2.6500 ,0.0063 
64.25 ,0.662 ,-0.0350 ,-0.0500 ,-0.0325 ,-0.4000 ,2.6500 ,0.0063 
64.30 ,0.662 ,-0.0325 ,-0.0525 ,-0.0300 ,-0.3975 ,2.6500 ,0.0125 
64.35 ,0.662 ,-0.0350 ,-0.0525 ,-0.0300 ,-0.4000 ,2.6500 ,0.0125 
64.40 ,0.665 ,-0.0350 ,-0.0525 ,-0.0300 ,-0.4000 ,2.6438 ,0.0125 
64.45 ,0.665 ,-0.0325 ,-0.0525 ,-0.0300 ,-0.4000 ,2.6438 ,0.0125 
64.50 ,0.665 ,-0.0350 ,-0.0525 ,-0.0325 ,-0.3975 ,2.6438 ,0.0125 
64.55 ,0.669 ,-0.0325 ,-0.0550 ,-0.0275 ,-0.4000 ,2.6375 ,0.0125 
64.60 ,0.669 ,-0.0325 ,-0.0575 ,-0.0275 ,-0.3975 ,2.6375 ,0.0125 
64.65 ,0.669 ,-0.0375 ,-0.0575 ,-0.0275 ,-0.3975 ,2.6375 ,0.0125 
64.70 ,0.669 ,-0.0325 ,-0.0575 ,-0.0275 ,-0.4000 ,2.6375 ,0.0125 
64.75 ,0.673 ,-0.0325 ,-0.0550 ,-0.0300 ,-0.4025 ,2.6313 ,0.0125 
64.80 ,0.673 ,-0.0350 ,-0.0575 ,-0.0275 ,-0.4000 ,2.6313 ,0.0125 
64.85 ,0.673 ,-0.0325 ,-0.0550 ,-0.0300 ,-0.4000 ,2.6313 ,0.0125 
64.90 ,0.676 ,-0.0350 ,-0.0575 ,-0.0275 ,-0.4025 ,2.6250 ,0.0125 
64.95 ,0.676 ,-0.0350 ,-0.0575 ,-0.0300 ,-0.4025 ,2.6250 ,0.0125 
65.00 ,0.676 ,-0.0375 ,-0.0575 ,-0.0300 ,-0.4025 ,2.6250 ,0.0125 
65.05 ,0.676 ,-0.0375 ,-0.0575 ,-0.0300 ,-0.4025 ,2.6250 ,0.0125 
65.10 ,0.680 ,-0.0375 ,-0.0600 ,-0.0300 ,-0.4025 ,2.6188 ,0.0125 
65.15 ,0.680 ,-0.0375 ,-0.0600 ,-0.0300 ,-0.4025 ,2.6188 ,0.0125 
65.20 ,0.680 ,-0.0400 ,-0.0600 ,-0.0300 ,-0.4000 ,2.6188 ,0.0125 
65.25 ,0.684 ,-0.0400 ,-0.0575 ,-0.0275 ,-0.4000 ,2.6125 ,0.0125 
65.30 ,0.684 ,-0.0400 ,-0.0550 ,-0.0275 ,-0.4000 ,2.6125 ,0.0125 
65.35 ,0.688 ,-0.0425 ,-0.0550 ,-0.0275 ,-0.4000 ,2.6063 ,0.0063 
65.40 ,0.688 ,-0.0425 ,-0.0550 ,-0.0250 ,-0.4050 ,2.6063 ,0.0125 
65.45 ,0.691 ,-0.0425 ,-0.0575 ,-0.0225 ,-0.4025 ,2.6000 ,0.0125 
65.50 ,0.691 ,-0.0425 ,-0.0550 ,-0.0225 ,-0.4050 ,2.6000 ,0.0125 
65.55 ,0.691 ,-0.0425 ,-0.0575 ,-0.0250 ,-0.4050 ,2.6000 ,0.0125 
65.60 ,0.691 ,-0.0425 ,-0.0575 ,-0.0225 ,-0.4025 ,2.6000 ,0.0125 
65.65 ,0.691 ,-0.0425 ,-0.0600 ,-0.0250 ,-0.4050 ,2.6000 ,0.0125 
65.70 ,0.691 ,-0.0425 ,-0.0575 ,-0.0250 ,-0.4050 ,2.6000 ,0.0125 
65.75 ,0.695 ,-0.0475 ,-0.0600 ,-0.0250 ,-0.4025 ,2.5938 ,0.0125 
65.80 ,0.699 ,-0.0450 ,-0.0575 ,-0.0275 ,-0.4050 ,2.5875 ,0.0125 
65.85 ,0.699 ,-0.0450 ,-0.0600 ,-0.0225 ,-0.4050 ,2.5875 ,0.0125 
65.90 ,0.699 ,-0.0475 ,-0.0575 ,-0.0225 ,-0.4075 ,2.5875 ,0.0125 
65.95 ,0.699 ,-0.0475 ,-0.0600 ,-0.0225 ,-0.4075 ,2.5875 ,0.0125 
66.00 ,0.699 ,-0.0500 ,-0.0600 ,-0.0225 ,-0.4075 ,2.5875 ,0.0125 
66.05 ,0.702 ,-0.0475 ,-0.0600 ,-0.0225 ,-0.4075 ,2.5813 ,0.0125 
66.10 ,0.702 ,-0.0500 ,-0.0600 ,-0.0225 ,-0.4075 ,2.5813 ,0.0125 
66.15 ,0.702 ,-0.0525 ,-0.0600 ,-0.0225 ,-0.4025 ,2.5813 ,0.0125 
66.20 ,0.706 ,-0.0525 ,-0.0600 ,-0.0225 ,-0.4075 ,2.5750 ,0.0125 
66.25 ,0.706 ,-0.0550 ,-0.0600 ,-0.0200 ,-0.4075 ,2.5750 ,0.0063 
66.30 ,0.706 ,-0.0525 ,-0.0575 ,-0.0200 ,-0.4100 ,2.5750 ,0.0125 
66.35 ,0.710 ,-0.0525 ,-0.0600 ,-0.0200 ,-0.4100 ,2.5688 ,0.0125 
66.40 ,0.710 ,-0.0525 ,-0.0600 ,-0.0200 ,-0.4100 ,2.5688 ,0.0125 
66.45 ,0.710 ,-0.0525 ,-0.0625 ,-0.0200 ,-0.4125 ,2.5688 ,0.0125 
66.50 ,0.710 ,-0.0575 ,-0.0625 ,-0.0175 ,-0.4125 ,2.5688 ,0.0125 
66.55 ,0.713 ,-0.0575 ,-0.0625 ,-0.0175 ,-0.4125 ,2.5625 ,0.0125 
66.60 ,0.713 ,-0.0550 ,-0.0625 ,-0.0150 ,-0.4150 ,2.5625 ,0.0125 
66.65 ,0.713 ,-0.0575 ,-0.0600 ,-0.0175 ,-0.4150 ,2.5625 ,0.0125 
66.70 ,0.717 ,-0.0575 ,-0.0625 ,-0.0150 ,-0.4150 ,2.5563 ,0.0063 
66.75 ,0.717 ,-0.0550 ,-0.0650 ,-0.0150 ,-0.4150 ,2.5563 ,0.0125 
66.80 ,0.717 ,-0.0575 ,-0.0650 ,-0.0150 ,-0.4150 ,2.5563 ,0.0125 
66.85 ,0.721 ,-0.0575 ,-0.0675 ,-0.0150 ,-0.4175 ,2.5500 ,0.0125 
66.90 ,0.721 ,-0.0575 ,-0.0700 ,-0.0150 ,-0.4150 ,2.5500 ,0.0125 
66.95 ,0.724 ,-0.0575 ,-0.0725 ,-0.0125 ,-0.4175 ,2.5438 ,0.0125 
67.00 ,0.724 ,-0.0550 ,-0.0725 ,-0.0100 ,-0.4175 ,2.5438 ,0.0125 
67.05 ,0.724 ,-0.0550 ,-0.0750 ,-0.0100 ,-0.4175 ,2.5438 ,0.0125 
67.10 ,0.724 ,-0.0575 ,-0.0750 ,-0.0075 ,-0.4175 ,2.5438 ,0.0125 
67.15 ,0.724 ,-0.0575 ,-0.0750 ,-0.0100 ,-0.4200 ,2.5438 ,0.0125 
67.20 ,0.724 ,-0.0575 ,-0.0775 ,-0.0100 ,-0.4200 ,2.5438 ,0.0125 
67.25 ,0.728 ,-0.0575 ,-0.0800 ,-0.0125 ,-0.4175 ,2.5375 ,0.0125 
67.30 ,0.728 ,-0.0550 ,-0.0825 ,-0.0125 ,-0.4175 ,2.5375 ,0.0125 
67.35 ,0.728 ,-0.0550 ,-0.0850 ,-0.0125 ,-0.4200 ,2.5375 ,0.0188 
67.40 ,0.732 ,-0.0525 ,-0.0900 ,-0.0100 ,-0.4175 ,2.5313 ,0.0125 
67.45 ,0.732 ,-0.0550 ,-0.0900 ,-0.0075 ,-0.4200 ,2.5313 ,0.0125 
67.50 ,0.728 ,-0.0525 ,-0.0925 ,-0.0075 ,-0.4200 ,2.5375 ,0.0125 
67.55 ,0.732 ,-0.0500 ,-0.0925 ,-0.0100 ,-0.4225 ,2.5313 ,0.0125 
67.60 ,0.732 ,-0.0500 ,-0.0950 ,-0.0100 ,-0.4225 ,2.5313 ,0.0125 
67.65 ,0.735 ,-0.0525 ,-0.0975 ,-0.0075 ,-0.4225 ,2.5250 ,0.0125 
67.70 ,0.732 ,-0.0500 ,-0.1000 ,-0.0075 ,-0.4200 ,2.5313 ,0.0125 
67.75 ,0.735 ,-0.0500 ,-0.1025 ,-0.0075 ,-0.4225 ,2.5250 ,0.0125 
67.80 ,0.735 ,-0.0500 ,-0.1050 ,-0.0075 ,-0.4225 ,2.5250 ,0.0125 
67.85 ,0.735 ,-0.0475 ,-0.1050 ,-0.0050 ,-0.4200 ,2.5250 ,0.0125 
67.90 ,0.735 ,-0.0475 ,-0.1100 ,-0.0050 ,-0.4200 ,2.5250 ,0.0125 
67.95 ,0.739 ,-0.0450 ,-0.1150 ,-0.0050 ,-0.4200 ,2.5188 ,0.0125 
