Time[s],,é©å»î‰är-X,é©å»î‰är-Y,ïWèÄî‰är-X,ïWèÄî‰är-Y,CH5(Max)[V],CH6(Max)[V]
80.50 ,1.015 ,-0.1550 ,0.1025 ,-0.1275 ,-0.6325 ,2.0500 ,0.0125 
80.55 ,1.015 ,-0.1500 ,0.0950 ,-0.1250 ,-0.6400 ,2.0500 ,0.0125 
80.60 ,1.015 ,-0.1450 ,0.0850 ,-0.1225 ,-0.6450 ,2.0500 ,0.0063 
80.65 ,1.018 ,-0.1400 ,0.0750 ,-0.1175 ,-0.6450 ,2.0438 ,0.0125 
80.70 ,1.018 ,-0.1325 ,0.0600 ,-0.1125 ,-0.6525 ,2.0438 ,0.0125 
80.75 ,1.018 ,-0.1300 ,0.0575 ,-0.1100 ,-0.6550 ,2.0438 ,0.0188 
80.80 ,1.018 ,-0.1250 ,0.0500 ,-0.1075 ,-0.6625 ,2.0438 ,0.0125 
80.85 ,1.022 ,-0.1225 ,0.0475 ,-0.1025 ,-0.6650 ,2.0375 ,0.0125 
80.90 ,1.022 ,-0.1200 ,0.0450 ,-0.1025 ,-0.6650 ,2.0375 ,0.0063 
80.95 ,1.022 ,-0.1200 ,0.0450 ,-0.1050 ,-0.6675 ,2.0375 ,0.0125 
81.00 ,1.022 ,-0.1175 ,0.0450 ,-0.1025 ,-0.6675 ,2.0375 ,0.0125 
81.05 ,1.022 ,-0.1175 ,0.0425 ,-0.1050 ,-0.6700 ,2.0375 ,0.0125 
81.10 ,1.022 ,-0.1175 ,0.0375 ,-0.1050 ,-0.6700 ,2.0375 ,0.0125 
81.15 ,1.026 ,-0.1150 ,0.0325 ,-0.1025 ,-0.6725 ,2.0313 ,0.0125 
81.20 ,1.026 ,-0.1100 ,0.0275 ,-0.0975 ,-0.6750 ,2.0313 ,0.0125 
81.25 ,1.026 ,-0.1100 ,0.0275 ,-0.0975 ,-0.6725 ,2.0313 ,0.0125 
81.30 ,1.026 ,-0.1075 ,0.0275 ,-0.0975 ,-0.6725 ,2.0313 ,0.0125 
81.35 ,1.026 ,-0.1100 ,0.0275 ,-0.1000 ,-0.6725 ,2.0313 ,0.0125 
81.40 ,1.026 ,-0.1125 ,0.0225 ,-0.0975 ,-0.6750 ,2.0313 ,0.0125 
81.45 ,1.022 ,-0.1100 ,0.0225 ,-0.0950 ,-0.6750 ,2.0375 ,0.0125 
81.50 ,1.022 ,-0.1125 ,0.0250 ,-0.0925 ,-0.6750 ,2.0375 ,0.0125 
81.55 ,1.022 ,-0.1125 ,0.0225 ,-0.0925 ,-0.6750 ,2.0375 ,0.0125 
81.60 ,1.022 ,-0.1100 ,0.0250 ,-0.0925 ,-0.6725 ,2.0375 ,0.0125 
81.65 ,1.022 ,-0.1100 ,0.0250 ,-0.0925 ,-0.6750 ,2.0375 ,0.0125 
81.70 ,1.026 ,-0.1100 ,0.0275 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
81.75 ,1.022 ,-0.1100 ,0.0250 ,-0.0925 ,-0.6725 ,2.0375 ,0.0125 
81.80 ,1.026 ,-0.1075 ,0.0250 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
81.85 ,1.026 ,-0.1075 ,0.0250 ,-0.0950 ,-0.6750 ,2.0313 ,0.0125 
81.90 ,1.026 ,-0.1100 ,0.0250 ,-0.0950 ,-0.6725 ,2.0313 ,0.0125 
81.95 ,1.026 ,-0.1100 ,0.0250 ,-0.0950 ,-0.6750 ,2.0313 ,0.0125 
82.00 ,1.026 ,-0.1075 ,0.0300 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
82.05 ,1.026 ,-0.1100 ,0.0275 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
82.10 ,1.026 ,-0.1075 ,0.0250 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
82.15 ,1.026 ,-0.1075 ,0.0250 ,-0.0950 ,-0.6750 ,2.0313 ,0.0125 
82.20 ,1.026 ,-0.1050 ,0.0225 ,-0.0975 ,-0.6725 ,2.0313 ,0.0125 
82.25 ,1.022 ,-0.1075 ,0.0250 ,-0.0950 ,-0.6725 ,2.0375 ,0.0125 
82.30 ,1.026 ,-0.1050 ,0.0225 ,-0.0950 ,-0.6750 ,2.0313 ,0.0125 
82.35 ,1.026 ,-0.1075 ,0.0225 ,-0.0950 ,-0.6750 ,2.0313 ,0.0125 
82.40 ,1.022 ,-0.1075 ,0.0250 ,-0.0925 ,-0.6750 ,2.0375 ,0.0125 
82.45 ,1.022 ,-0.1075 ,0.0250 ,-0.0925 ,-0.6750 ,2.0375 ,0.0125 
82.50 ,1.026 ,-0.1050 ,0.0225 ,-0.0950 ,-0.6725 ,2.0313 ,0.0125 
82.55 ,1.026 ,-0.1075 ,0.0250 ,-0.0975 ,-0.6750 ,2.0313 ,0.0125 
82.60 ,1.026 ,-0.1050 ,0.0250 ,-0.0950 ,-0.6775 ,2.0313 ,0.0125 
82.65 ,1.022 ,-0.1050 ,0.0275 ,-0.0975 ,-0.6775 ,2.0375 ,0.0125 
82.70 ,1.022 ,-0.1050 ,0.0275 ,-0.0975 ,-0.6750 ,2.0375 ,0.0188 
82.75 ,1.026 ,-0.1075 ,0.0250 ,-0.0975 ,-0.6775 ,2.0313 ,0.0125 
82.80 ,1.022 ,-0.1050 ,0.0250 ,-0.0975 ,-0.6750 ,2.0375 ,0.0125 
82.85 ,1.022 ,-0.1050 ,0.0275 ,-0.0975 ,-0.6725 ,2.0375 ,0.0125 
82.90 ,1.022 ,-0.1050 ,0.0275 ,-0.0975 ,-0.6725 ,2.0375 ,0.0125 
82.95 ,1.026 ,-0.1025 ,0.0275 ,-0.0975 ,-0.6725 ,2.0313 ,0.0063 
83.00 ,1.026 ,-0.1025 ,0.0250 ,-0.0975 ,-0.6725 ,2.0313 ,0.0125 
83.05 ,1.026 ,-0.1050 ,0.0275 ,-0.1000 ,-0.6725 ,2.0313 ,0.0125 
83.10 ,1.022 ,-0.1025 ,0.0250 ,-0.1000 ,-0.6750 ,2.0375 ,0.0125 
83.15 ,1.026 ,-0.1025 ,0.0250 ,-0.0975 ,-0.6750 ,2.0313 ,0.0125 
83.20 ,1.026 ,-0.1025 ,0.0250 ,-0.0975 ,-0.6750 ,2.0313 ,0.0125 
83.25 ,1.022 ,-0.1000 ,0.0275 ,-0.0975 ,-0.6750 ,2.0375 ,0.0125 
83.30 ,1.026 ,-0.1025 ,0.0250 ,-0.0975 ,-0.6775 ,2.0313 ,0.0188 
83.35 ,1.026 ,-0.1025 ,0.0275 ,-0.1000 ,-0.6750 ,2.0313 ,0.0188 
83.40 ,1.022 ,-0.1025 ,0.0250 ,-0.0975 ,-0.6750 ,2.0375 ,0.0125 
83.45 ,1.026 ,-0.1025 ,0.0250 ,-0.0950 ,-0.6750 ,2.0313 ,0.0125 
83.50 ,1.026 ,-0.1025 ,0.0275 ,-0.0950 ,-0.6775 ,2.0313 ,0.0125 
83.55 ,1.026 ,-0.1050 ,0.0250 ,-0.0975 ,-0.6750 ,2.0313 ,0.0125 
83.60 ,1.022 ,-0.1075 ,0.0250 ,-0.0950 ,-0.6750 ,2.0375 ,0.0125 
83.65 ,1.026 ,-0.1075 ,0.0275 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
83.70 ,1.026 ,-0.1025 ,0.0250 ,-0.0975 ,-0.6725 ,2.0313 ,0.0125 
83.75 ,1.026 ,-0.1050 ,0.0275 ,-0.0950 ,-0.6750 ,2.0313 ,0.0188 
83.80 ,1.026 ,-0.1050 ,0.0300 ,-0.0925 ,-0.6725 ,2.0313 ,0.0125 
83.85 ,1.026 ,-0.1050 ,0.0250 ,-0.0925 ,-0.6725 ,2.0313 ,0.0125 
83.90 ,1.022 ,-0.1050 ,0.0275 ,-0.0925 ,-0.6750 ,2.0375 ,0.0125 
83.95 ,1.026 ,-0.1025 ,0.0275 ,-0.0925 ,-0.6725 ,2.0313 ,0.0125 
84.00 ,1.026 ,-0.1025 ,0.0250 ,-0.0950 ,-0.6700 ,2.0313 ,0.0125 
84.05 ,1.026 ,-0.1025 ,0.0275 ,-0.0925 ,-0.6725 ,2.0313 ,0.0125 
84.10 ,1.022 ,-0.1025 ,0.0250 ,-0.0925 ,-0.6725 ,2.0375 ,0.0125 
84.15 ,1.022 ,-0.1025 ,0.0250 ,-0.0925 ,-0.6750 ,2.0375 ,0.0125 
84.20 ,1.026 ,-0.1025 ,0.0275 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
84.25 ,1.026 ,-0.1025 ,0.0250 ,-0.0950 ,-0.6725 ,2.0313 ,0.0125 
84.30 ,1.026 ,-0.1025 ,0.0275 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
84.35 ,1.022 ,-0.1025 ,0.0275 ,-0.0925 ,-0.6725 ,2.0375 ,0.0125 
84.40 ,1.026 ,-0.1025 ,0.0250 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
84.45 ,1.026 ,-0.1025 ,0.0250 ,-0.0925 ,-0.6725 ,2.0313 ,0.0125 
84.50 ,1.022 ,-0.1025 ,0.0250 ,-0.0925 ,-0.6750 ,2.0375 ,0.0125 
84.55 ,1.026 ,-0.1025 ,0.0250 ,-0.0950 ,-0.6725 ,2.0313 ,0.0125 
84.60 ,1.026 ,-0.1025 ,0.0250 ,-0.0925 ,-0.6725 ,2.0313 ,0.0125 
84.65 ,1.026 ,-0.1050 ,0.0250 ,-0.0925 ,-0.6725 ,2.0313 ,0.0125 
84.70 ,1.026 ,-0.1025 ,0.0250 ,-0.0900 ,-0.6750 ,2.0313 ,0.0125 
84.75 ,1.026 ,-0.1025 ,0.0250 ,-0.0900 ,-0.6750 ,2.0313 ,0.0188 
84.80 ,1.026 ,-0.1025 ,0.0250 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
84.85 ,1.026 ,-0.1025 ,0.0275 ,-0.0925 ,-0.6725 ,2.0313 ,0.0125 
84.90 ,1.026 ,-0.1025 ,0.0275 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
84.95 ,1.026 ,-0.1025 ,0.0300 ,-0.0925 ,-0.6750 ,2.0313 ,0.0188 
85.00 ,1.026 ,-0.1050 ,0.0275 ,-0.0925 ,-0.6725 ,2.0313 ,0.0188 
85.05 ,1.026 ,-0.1025 ,0.0250 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
85.10 ,1.022 ,-0.1025 ,0.0275 ,-0.0925 ,-0.6750 ,2.0375 ,0.0125 
85.15 ,1.026 ,-0.1000 ,0.0275 ,-0.0925 ,-0.6750 ,2.0313 ,0.0188 
85.20 ,1.022 ,-0.1000 ,0.0275 ,-0.0950 ,-0.6750 ,2.0375 ,0.0125 
85.25 ,1.026 ,-0.1025 ,0.0275 ,-0.0950 ,-0.6725 ,2.0313 ,0.0125 
85.30 ,1.026 ,-0.0975 ,0.0275 ,-0.0950 ,-0.6700 ,2.0313 ,0.0125 
85.35 ,1.022 ,-0.1000 ,0.0275 ,-0.0950 ,-0.6700 ,2.0375 ,0.0063 
85.40 ,1.022 ,-0.1025 ,0.0275 ,-0.0950 ,-0.6700 ,2.0375 ,0.0125 
85.45 ,1.022 ,-0.0975 ,0.0300 ,-0.0950 ,-0.6700 ,2.0375 ,0.0125 
85.50 ,1.026 ,-0.1000 ,0.0275 ,-0.0950 ,-0.6725 ,2.0313 ,0.0125 
85.55 ,1.026 ,-0.1000 ,0.0275 ,-0.0950 ,-0.6750 ,2.0313 ,0.0125 
85.60 ,1.022 ,-0.1000 ,0.0275 ,-0.0925 ,-0.6725 ,2.0375 ,0.0125 
85.65 ,1.026 ,-0.1025 ,0.0275 ,-0.0950 ,-0.6725 ,2.0313 ,0.0125 
85.70 ,1.026 ,-0.1025 ,0.0275 ,-0.0950 ,-0.6725 ,2.0313 ,0.0188 
85.75 ,1.026 ,-0.1025 ,0.0275 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
85.80 ,1.026 ,-0.1025 ,0.0250 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
85.85 ,1.022 ,-0.1025 ,0.0275 ,-0.0925 ,-0.6725 ,2.0375 ,0.0188 
85.90 ,1.022 ,-0.1025 ,0.0275 ,-0.0925 ,-0.6750 ,2.0375 ,0.0125 
85.95 ,1.022 ,-0.1050 ,0.0275 ,-0.0950 ,-0.6750 ,2.0375 ,0.0125 
86.00 ,1.026 ,-0.1050 ,0.0300 ,-0.1000 ,-0.6750 ,2.0313 ,0.0125 
86.05 ,1.026 ,-0.1025 ,0.0275 ,-0.0975 ,-0.6725 ,2.0313 ,0.0188 
86.10 ,1.022 ,-0.1025 ,0.0275 ,-0.0950 ,-0.6725 ,2.0375 ,0.0125 
86.15 ,1.026 ,-0.1025 ,0.0250 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
86.20 ,1.026 ,-0.1025 ,0.0250 ,-0.0950 ,-0.6725 ,2.0313 ,0.0125 
86.25 ,1.026 ,-0.1025 ,0.0250 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
86.30 ,1.026 ,-0.1050 ,0.0250 ,-0.0925 ,-0.6725 ,2.0313 ,0.0125 
86.35 ,1.022 ,-0.1025 ,0.0250 ,-0.0925 ,-0.6750 ,2.0375 ,0.0125 
86.40 ,1.026 ,-0.1050 ,0.0225 ,-0.0925 ,-0.6725 ,2.0313 ,0.0188 
86.45 ,1.026 ,-0.1025 ,0.0200 ,-0.0925 ,-0.6750 ,2.0313 ,0.0188 
86.50 ,1.026 ,-0.0975 ,0.0100 ,-0.0900 ,-0.6775 ,2.0313 ,0.0125 
86.55 ,1.022 ,-0.0975 ,0.0100 ,-0.0900 ,-0.6775 ,2.0375 ,0.0188 
86.60 ,1.026 ,-0.1000 ,0.0125 ,-0.0900 ,-0.6775 ,2.0313 ,0.0125 
86.65 ,1.026 ,-0.1050 ,0.0200 ,-0.0925 ,-0.6775 ,2.0313 ,0.0125 
86.70 ,1.026 ,-0.1125 ,0.0225 ,-0.0925 ,-0.6750 ,2.0313 ,0.0188 
86.75 ,1.022 ,-0.1050 ,0.0225 ,-0.0925 ,-0.6800 ,2.0375 ,0.0125 
86.80 ,1.026 ,-0.1075 ,0.0250 ,-0.0925 ,-0.6750 ,2.0313 ,0.0188 
86.85 ,1.026 ,-0.1075 ,0.0250 ,-0.0925 ,-0.6775 ,2.0313 ,0.0125 
86.90 ,1.022 ,-0.1075 ,0.0250 ,-0.0950 ,-0.6750 ,2.0375 ,0.0125 
86.95 ,1.026 ,-0.1075 ,0.0250 ,-0.0950 ,-0.6750 ,2.0313 ,0.0125 
87.00 ,1.026 ,-0.1075 ,0.0250 ,-0.0950 ,-0.6775 ,2.0313 ,0.0125 
87.05 ,1.026 ,-0.1050 ,0.0225 ,-0.0950 ,-0.6750 ,2.0313 ,0.0125 
87.10 ,1.026 ,-0.1075 ,0.0250 ,-0.0925 ,-0.6750 ,2.0313 ,0.0188 
87.15 ,1.022 ,-0.1075 ,0.0250 ,-0.0950 ,-0.6725 ,2.0375 ,0.0125 
87.20 ,1.022 ,-0.1025 ,0.0250 ,-0.0925 ,-0.6750 ,2.0375 ,0.0188 
87.25 ,1.026 ,-0.1050 ,0.0250 ,-0.0925 ,-0.6750 ,2.0313 ,0.0188 
87.30 ,1.026 ,-0.1050 ,0.0250 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
87.35 ,1.022 ,-0.1075 ,0.0250 ,-0.0925 ,-0.6750 ,2.0375 ,0.0125 
87.40 ,1.022 ,-0.1075 ,0.0250 ,-0.0925 ,-0.6750 ,2.0375 ,0.0125 
87.45 ,1.026 ,-0.1100 ,0.0175 ,-0.0900 ,-0.6775 ,2.0313 ,0.0125 
87.50 ,1.022 ,-0.1025 ,0.0200 ,-0.0900 ,-0.6775 ,2.0375 ,0.0125 
87.55 ,1.026 ,-0.1025 ,0.0225 ,-0.0925 ,-0.6775 ,2.0313 ,0.0125 
87.60 ,1.022 ,-0.1050 ,0.0200 ,-0.0900 ,-0.6800 ,2.0375 ,0.0188 
87.65 ,1.026 ,-0.1000 ,0.0225 ,-0.0900 ,-0.6775 ,2.0313 ,0.0125 
87.70 ,1.022 ,-0.1000 ,0.0225 ,-0.0925 ,-0.6775 ,2.0375 ,0.0125 
87.75 ,1.026 ,-0.1000 ,0.0225 ,-0.0925 ,-0.6775 ,2.0313 ,0.0125 
87.80 ,1.022 ,-0.1000 ,0.0225 ,-0.0900 ,-0.6775 ,2.0375 ,0.0125 
87.85 ,1.022 ,-0.1025 ,0.0225 ,-0.0900 ,-0.6775 ,2.0375 ,0.0188 
87.90 ,1.026 ,-0.1000 ,0.0225 ,-0.0925 ,-0.6750 ,2.0313 ,0.0188 
87.95 ,1.022 ,-0.1025 ,0.0250 ,-0.0925 ,-0.6775 ,2.0375 ,0.0188 
88.00 ,1.026 ,-0.1025 ,0.0225 ,-0.0925 ,-0.6775 ,2.0313 ,0.0125 
88.05 ,1.026 ,-0.1025 ,0.0225 ,-0.0900 ,-0.6775 ,2.0313 ,0.0188 
88.10 ,1.026 ,-0.1000 ,0.0225 ,-0.0925 ,-0.6750 ,2.0313 ,0.0188 
88.15 ,1.026 ,-0.1025 ,0.0225 ,-0.0925 ,-0.6775 ,2.0313 ,0.0125 
88.20 ,1.022 ,-0.1000 ,0.0225 ,-0.0925 ,-0.6750 ,2.0375 ,0.0188 
88.25 ,1.026 ,-0.1025 ,0.0225 ,-0.0900 ,-0.6750 ,2.0313 ,0.0188 
88.30 ,1.022 ,-0.1025 ,0.0225 ,-0.0925 ,-0.6775 ,2.0375 ,0.0188 
88.35 ,1.026 ,-0.1000 ,0.0225 ,-0.0925 ,-0.6750 ,2.0313 ,0.0188 
88.40 ,1.026 ,-0.1000 ,0.0225 ,-0.0950 ,-0.6750 ,2.0313 ,0.0125 
88.45 ,1.022 ,-0.1000 ,0.0225 ,-0.0925 ,-0.6750 ,2.0375 ,0.0188 
88.50 ,1.022 ,-0.1000 ,0.0225 ,-0.0925 ,-0.6750 ,2.0375 ,0.0125 
88.55 ,1.026 ,-0.1000 ,0.0225 ,-0.0975 ,-0.6775 ,2.0313 ,0.0125 
88.60 ,1.022 ,-0.1025 ,0.0200 ,-0.0925 ,-0.6750 ,2.0375 ,0.0125 
88.65 ,1.026 ,-0.1000 ,0.0225 ,-0.0975 ,-0.6750 ,2.0313 ,0.0125 
88.70 ,1.026 ,-0.1050 ,0.0250 ,-0.0950 ,-0.6750 ,2.0313 ,0.0125 
88.75 ,1.026 ,-0.1000 ,0.0250 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
88.80 ,1.026 ,-0.1025 ,0.0250 ,-0.0925 ,-0.6750 ,2.0313 ,0.0125 
88.85 ,1.022 ,-0.1050 ,0.0275 ,-0.0975 ,-0.6750 ,2.0375 ,0.0125 
88.90 ,1.026 ,-0.1075 ,0.0275 ,-0.0975 ,-0.6725 ,2.0313 ,0.0125 
88.95 ,1.026 ,-0.1100 ,0.0275 ,-0.0975 ,-0.6725 ,2.0313 ,0.0125 
89.00 ,1.026 ,-0.1125 ,0.0325 ,-0.1000 ,-0.6725 ,2.0313 ,0.0125 
89.05 ,1.026 ,-0.1125 ,0.0325 ,-0.1000 ,-0.6675 ,2.0313 ,0.0125 
89.10 ,1.026 ,-0.1125 ,0.0350 ,-0.0975 ,-0.6675 ,2.0313 ,0.0125 
89.15 ,1.026 ,-0.1125 ,0.0375 ,-0.1000 ,-0.6675 ,2.0313 ,0.0125 
89.20 ,1.026 ,-0.1125 ,0.0375 ,-0.0975 ,-0.6675 ,2.0313 ,0.0125 
89.25 ,1.026 ,-0.1125 ,0.0375 ,-0.1000 ,-0.6675 ,2.0313 ,0.0188 
89.30 ,1.022 ,-0.1150 ,0.0400 ,-0.1000 ,-0.6675 ,2.0375 ,0.0125 
89.35 ,1.022 ,-0.1150 ,0.0425 ,-0.1025 ,-0.6700 ,2.0375 ,0.0125 
89.40 ,1.022 ,-0.1175 ,0.0500 ,-0.1025 ,-0.6625 ,2.0375 ,0.0125 
89.45 ,1.022 ,-0.1225 ,0.0500 ,-0.1050 ,-0.6600 ,2.0375 ,0.0125 
89.50 ,1.022 ,-0.1250 ,0.0550 ,-0.1075 ,-0.6575 ,2.0375 ,0.0125 
89.55 ,1.022 ,-0.1300 ,0.0625 ,-0.1100 ,-0.6550 ,2.0375 ,0.0125 
89.60 ,1.018 ,-0.1325 ,0.0675 ,-0.1100 ,-0.6525 ,2.0438 ,0.0125 
89.65 ,1.018 ,-0.1325 ,0.0700 ,-0.1100 ,-0.6500 ,2.0438 ,0.0125 
89.70 ,1.018 ,-0.1350 ,0.0750 ,-0.1125 ,-0.6475 ,2.0438 ,0.0125 
89.75 ,1.018 ,-0.1375 ,0.0750 ,-0.1150 ,-0.6475 ,2.0438 ,0.0125 
89.80 ,1.018 ,-0.1425 ,0.0800 ,-0.1150 ,-0.6425 ,2.0438 ,0.0125 
89.85 ,1.018 ,-0.1475 ,0.0825 ,-0.1200 ,-0.6400 ,2.0438 ,0.0125 
89.90 ,1.018 ,-0.1500 ,0.0900 ,-0.1225 ,-0.6400 ,2.0438 ,0.0125 
89.95 ,1.015 ,-0.1525 ,0.0950 ,-0.1225 ,-0.6350 ,2.0500 ,0.0125 
90.00 ,1.015 ,-0.1500 ,0.0975 ,-0.1225 ,-0.6350 ,2.0500 ,0.0125 
90.05 ,1.018 ,-0.1550 ,0.0975 ,-0.1275 ,-0.6350 ,2.0438 ,0.0125 
90.10 ,1.015 ,-0.1550 ,0.1025 ,-0.1275 ,-0.6325 ,2.0500 ,0.0125 
90.15 ,1.015 ,-0.1575 ,0.1025 ,-0.1250 ,-0.6325 ,2.0500 ,0.0125 
90.20 ,1.015 ,-0.1625 ,0.1075 ,-0.1275 ,-0.6275 ,2.0500 ,0.0125 
90.25 ,1.015 ,-0.1625 ,0.1100 ,-0.1300 ,-0.6275 ,2.0500 ,0.0125 
90.30 ,1.015 ,-0.1625 ,0.1175 ,-0.1300 ,-0.6275 ,2.0500 ,0.0125 
90.35 ,1.015 ,-0.1650 ,0.1200 ,-0.1350 ,-0.6225 ,2.0500 ,0.0188 
90.40 ,1.015 ,-0.1675 ,0.1225 ,-0.1350 ,-0.6200 ,2.0500 ,0.0125 
90.45 ,1.011 ,-0.1700 ,0.1300 ,-0.1400 ,-0.6175 ,2.0563 ,0.0188 
90.50 ,1.011 ,-0.1750 ,0.1325 ,-0.1400 ,-0.6125 ,2.0563 ,0.0125 
90.55 ,1.011 ,-0.1775 ,0.1425 ,-0.1450 ,-0.6075 ,2.0563 ,0.0125 
90.60 ,1.011 ,-0.1800 ,0.1500 ,-0.1450 ,-0.6025 ,2.0563 ,0.0125 
90.65 ,1.011 ,-0.1825 ,0.1500 ,-0.1475 ,-0.6025 ,2.0563 ,0.0125 
90.70 ,1.007 ,-0.1825 ,0.1500 ,-0.1500 ,-0.5975 ,2.0625 ,0.0125 
90.75 ,1.007 ,-0.1875 ,0.1575 ,-0.1500 ,-0.5950 ,2.0625 ,0.0188 
90.80 ,1.011 ,-0.1900 ,0.1575 ,-0.1475 ,-0.5950 ,2.0563 ,0.0125 
90.85 ,1.011 ,-0.1900 ,0.1575 ,-0.1500 ,-0.5950 ,2.0563 ,0.0125 
90.90 ,1.007 ,-0.1900 ,0.1600 ,-0.1475 ,-0.5925 ,2.0625 ,0.0125 
90.95 ,1.007 ,-0.1900 ,0.1600 ,-0.1525 ,-0.5900 ,2.0625 ,0.0125 
91.00 ,1.007 ,-0.1900 ,0.1625 ,-0.1525 ,-0.5900 ,2.0625 ,0.0125 
91.05 ,1.007 ,-0.1925 ,0.1675 ,-0.1550 ,-0.5900 ,2.0625 ,0.0125 
91.10 ,1.007 ,-0.1950 ,0.1725 ,-0.1575 ,-0.5850 ,2.0625 ,0.0125 
91.15 ,1.004 ,-0.2000 ,0.1800 ,-0.1600 ,-0.5825 ,2.0688 ,0.0125 
91.20 ,1.007 ,-0.2075 ,0.1900 ,-0.1650 ,-0.5725 ,2.0625 ,0.0125 
91.25 ,1.000 ,-0.2075 ,0.2025 ,-0.1700 ,-0.5625 ,2.0750 ,0.0125 
91.30 ,1.004 ,-0.2125 ,0.2150 ,-0.1775 ,-0.5575 ,2.0688 ,0.0125 
91.35 ,1.004 ,-0.2125 ,0.2150 ,-0.1750 ,-0.5525 ,2.0688 ,0.0125 
91.40 ,1.004 ,-0.2150 ,0.2225 ,-0.1800 ,-0.5500 ,2.0688 ,0.0125 
91.45 ,1.004 ,-0.2175 ,0.2275 ,-0.1800 ,-0.5475 ,2.0688 ,0.0125 
91.50 ,1.000 ,-0.2225 ,0.2325 ,-0.1850 ,-0.5425 ,2.0750 ,0.0125 
91.55 ,1.000 ,-0.2225 ,0.2400 ,-0.1900 ,-0.5375 ,2.0750 ,0.0125 
91.60 ,1.004 ,-0.2250 ,0.2450 ,-0.1900 ,-0.5325 ,2.0688 ,0.0125 
91.65 ,1.000 ,-0.2250 ,0.2525 ,-0.1900 ,-0.5300 ,2.0750 ,0.0125 
91.70 ,1.000 ,-0.2275 ,0.2550 ,-0.1950 ,-0.5250 ,2.0750 ,0.0125 
91.75 ,0.996 ,-0.2275 ,0.2575 ,-0.1950 ,-0.5250 ,2.0813 ,0.0125 
91.80 ,1.000 ,-0.2275 ,0.2600 ,-0.1950 ,-0.5200 ,2.0750 ,0.0125 
91.85 ,1.000 ,-0.2300 ,0.2650 ,-0.1950 ,-0.5175 ,2.0750 ,0.0188 
91.90 ,0.996 ,-0.2300 ,0.2700 ,-0.1975 ,-0.5150 ,2.0813 ,0.0125 
91.95 ,0.996 ,-0.2300 ,0.2775 ,-0.1975 ,-0.5100 ,2.0813 ,0.0125 
92.00 ,1.000 ,-0.2300 ,0.2775 ,-0.2025 ,-0.5100 ,2.0750 ,0.0125 
92.05 ,0.996 ,-0.2300 ,0.2825 ,-0.2025 ,-0.5100 ,2.0813 ,0.0125 
92.10 ,0.996 ,-0.2325 ,0.2850 ,-0.2050 ,-0.5025 ,2.0813 ,0.0125 
92.15 ,0.996 ,-0.2325 ,0.2975 ,-0.2075 ,-0.4975 ,2.0813 ,0.0125 
92.20 ,0.996 ,-0.2325 ,0.3075 ,-0.2100 ,-0.4875 ,2.0813 ,0.0125 
92.25 ,0.996 ,-0.2300 ,0.3175 ,-0.2125 ,-0.4850 ,2.0813 ,0.0188 
92.30 ,0.996 ,-0.2250 ,0.3275 ,-0.2175 ,-0.4675 ,2.0813 ,0.0125 
92.35 ,0.993 ,-0.2250 ,0.3400 ,-0.2175 ,-0.4600 ,2.0875 ,0.0125 
92.40 ,0.989 ,-0.2175 ,0.3500 ,-0.2200 ,-0.4525 ,2.0938 ,0.0125 
92.45 ,0.989 ,-0.2125 ,0.3575 ,-0.2200 ,-0.4425 ,2.0938 ,0.0125 
92.50 ,0.989 ,-0.2100 ,0.3650 ,-0.2250 ,-0.4350 ,2.0938 ,0.0125 
92.55 ,0.989 ,-0.2000 ,0.3700 ,-0.2250 ,-0.4275 ,2.0938 ,0.0125 
92.60 ,0.989 ,-0.1900 ,0.3775 ,-0.2250 ,-0.4225 ,2.0938 ,0.0125 
92.65 ,0.985 ,-0.1825 ,0.3825 ,-0.2250 ,-0.4125 ,2.1000 ,0.0125 
92.70 ,0.985 ,-0.1700 ,0.3900 ,-0.2250 ,-0.4050 ,2.1000 ,0.0125 
92.75 ,0.985 ,-0.1600 ,0.3925 ,-0.2225 ,-0.4025 ,2.1000 ,0.0125 
92.80 ,0.982 ,-0.1550 ,0.3950 ,-0.2250 ,-0.3950 ,2.1063 ,0.0125 
92.85 ,0.982 ,-0.1450 ,0.3950 ,-0.2250 ,-0.3900 ,2.1063 ,0.0125 
