          50  -5.1049509024699979     
          51  -5.2884597697175009     
          52  -5.4389209163806296     
          53  -4.7526853172949908     
          54  -4.4481701968427894     
          55  -4.2531738484311052     
          56  -4.1171808414572002     
          57  -4.0210474180656757     
          58  -3.9555963945388668     
          59  -3.9160762433414114     
          60  -3.9002457363174643     
          61  -3.9077127959802174     
          62  -3.9399535066618512     
          63  -4.0010690118065204     
          64  -4.1001008240273586     
          65  -4.2584448641695634     
          66  -4.5440995326865705     
          67  -5.8549303404739161     
          68  -4.6080318765294024     
          69  -4.3183820024335420     
          70  -4.1708951806962205     
          71  -4.0860834016839975     
          72  -4.0400427608711427     
          73  -4.0225985293826874     
          74  -4.0287273605037708     
          75  -4.0558301485124435     
          76  -4.1026434499971947     
          77  -4.1687541983720333     
          78  -4.2544185060449093     
          79  -4.3606704814826189     
          80  -4.4900070621765700     
          81  -4.6487026271634448     
          82  -4.8548541248389068     
          83  -5.1768660750764575     
          84                 -Infinity
          85                 -Infinity
          86                 -Infinity
          87                 -Infinity
          88                 -Infinity
          89                 -Infinity
          90                 -Infinity
          91                 -Infinity
          92                 -Infinity
          93                 -Infinity
          94                 -Infinity
          95                 -Infinity
          96                 -Infinity
          97                 -Infinity
          98                 -Infinity
          99                 -Infinity
         100                 -Infinity
