  2.04081632653061226E-011   4053357.8107777559     
  4.08163265306122452E-011   10618610.648296500     
  6.12244897959183646E-011   27376943.545579653     
  8.16326530612244904E-011   69464508.480423391     
  1.02040816326530616E-010   173459368.09900889     
  1.22448979591836729E-010   426270402.11166972     
  1.42857142857142855E-010   1030910219.9917247     
  1.63265306122448981E-010   2453579575.7988892     
  1.83673469387755107E-010   5746696026.6006231     
  2.04081632653061232E-010   13245548541.446598     
  2.24489795918367358E-010   30043456605.299316     
  2.44897959183673458E-010   67058270104.964592     
  2.65306122448979584E-010   147289309796.61417     
  2.85714285714285710E-010   318346527296.07654     
  3.06122448979591836E-010   677067859859.56665     
  3.26530612244897962E-010   1416968621911.2869     
  3.46938775510204087E-010   2917941107014.7583     
  3.67346938775510213E-010   5912523353136.5752     
  3.87755102040816339E-010   11788011051627.070     
  4.08163265306122465E-010   23124384771663.414     
  4.28571428571428591E-010   44632565434946.852     
  4.48979591836734717E-010   84756856307637.328     
  4.69387755102040791E-010   158353510771688.38     
  4.89795918367346917E-010   291070442985111.63     
  5.10204081632653042E-010   526347809562917.88     
  5.30612244897959168E-010   936348559139753.75     
  5.51020408163265294E-010   1638614709418879.0     
  5.71428571428571420E-010   2820811172035969.5     
  5.91836734693877546E-010   4776512430426877.0     
  6.12244897959183672E-010   7955506301338516.0     
  6.32653061224489797E-010   13032365706078182.     
  6.53061224489795923E-010   20996829827719912.     
  6.73469387755102049E-010   33268521292222500.     
  6.93877551020408175E-010   51836334552843872.     
  7.14285714285714301E-010   79419090753776128.     
  7.34693877551020426E-010  1.19638483232644480E+017
  7.55102040816326552E-010  1.77187867970102784E+017
  7.75510204081632678E-010  2.57971385499598368E+017
  7.95918367346938804E-010  3.69178059074461952E+017
  8.16326530612244930E-010  5.19246361317189760E+017
  8.36734693877551056E-010  7.17668402866872448E+017
  8.57142857142857181E-010  9.74582029171946752E+017
  8.77551020408163307E-010  1.30010657816349184E+018
  8.97959183673469433E-010  1.70339637757782554E+018
  9.18367346938775559E-010  2.19141671372066458E+018
  9.38775510204081581E-010  2.76748959659245773E+018
  9.59183673469387811E-010  3.42970823659085722E+018
  9.79591836734693833E-010  4.16937384826308198E+018
  1.00000000000000006E-009  4.96965752406074061E+018
  1.02040816326530608E-009  5.80472284976385741E+018
  1.04081632653061231E-009  6.63955069037453005E+018
  1.06122448979591834E-009  7.43067703999439155E+018
  1.08163265306122457E-009  8.12798318790172570E+018
  1.10204081632653059E-009  8.67756639262777651E+018
  1.12244897959183682E-009  9.02557829533176730E+018
  1.14285714285714284E-009  9.12276472531733299E+018
  1.16326530612244907E-009  8.92929761231925862E+018
  1.18367346938775509E-009  8.41938319417146778E+018
  1.20408163265306132E-009  7.58508421248398131E+018
  1.22448979591836734E-009  6.43882377140226867E+018
  1.24489795918367357E-009  5.01415000319135642E+018
  1.26530612244897959E-009  3.36452475873591859E+018
  1.28571428571428582E-009  1.56013361411203558E+018
  1.30612244897959185E-009 -3.17034751506100224E+017
  1.32653061224489787E-009 -2.17936281660439066E+018
  1.34693877551020410E-009 -3.94038482198716467E+018
  1.36734693877551012E-009 -5.52144287990123110E+018
  1.38775510204081635E-009 -6.85750496049274675E+018
  1.40816326530612237E-009 -7.90154620418351616E+018
  1.42857142857142860E-009 -8.62708873564091802E+018
  1.44897959183673462E-009 -9.02873577417114624E+018
  1.46938775510204085E-009 -9.12078516079544218E+018
  1.48979591836734688E-009 -8.93422795804336333E+018
  1.51020408163265310E-009 -8.51259931006364365E+018
  1.53061224489795913E-009 -7.90723309041066394E+018
  1.55102040816326536E-009 -7.17247492606832947E+018
  1.57142857142857138E-009 -6.36133920850564198E+018
  1.59183673469387761E-009 -5.52197408274346291E+018
  1.61224489795918363E-009 -4.69514904953979597E+018
  1.63265306122448986E-009 -3.91282812584818432E+018
  1.65306122448979588E-009 -3.19775904164202394E+018
  1.67346938775510211E-009 -2.56391048924215040E+018
  1.69387755102040813E-009 -2.01753179805663232E+018
  1.71428571428571436E-009 -1.55859187992869965E+018
  1.73469387755102039E-009 -1.18237034595091840E+018
  1.75510204081632661E-009 -8.81013320354125312E+017
  1.77551020408163264E-009 -6.44918594104372096E+017
  1.79591836734693887E-009 -4.63869255546259968E+017
  1.81632653061224489E-009 -3.27884007469273088E+017
  1.83673469387755112E-009 -2.27791146738288928E+017
  1.85714285714285714E-009 -1.55559624548548032E+017
  1.87755102040816316E-009 -1.04435046444960144E+017
  1.89795918367346939E-009  -68932822875881552.     
  1.91836734693877562E-009  -44737655116402112.     
  1.93877551020408185E-009  -28550981529314992.     
  1.95918367346938767E-009  -17918419593805772.     
  1.97959183673469390E-009  -11059527805659334.     
  2.00000000000000012E-009  -6713618206240846.0     
  2.02040816326530594E-009  -4008507095657452.0     
  2.04081632653061217E-009  -2354157457604800.5     
