"çïïîêÏëÊÇRÇoÅ^ÇrÇYÇQçÜã@  ÇRë‰ìØéû"
"ãLò^í∑","éûä‘é≤","ƒÿ∂ﬁì˙ït","ƒÿ∂ﬁéûçè"
"1000DIV","1s (10ms)","12-09-05","14:00:19"

"¡¨»Ÿ","±›Ãﬂ","ìdà≥é≤","∫“›ƒ","Ωπ∞ÿ›∏ﬁ","ïœä∑î‰","µÃæØƒ","Ã®Ÿ¿"
"CH1","8936 analog","200mV","ìdó¨","OFF","-","-","500Hz"
"CH2","8936 analog","200mV","ìdà≥","OFF","-","-","500Hz"
"CH3","8936 analog","200mV","ÇfÇu","OFF","-","-","5Hz"
"CH4","8936 analog","200mV","êßà≥ã@","OFF","-","-","500Hz"
"CH5","8936 analog","500mV","âÒì]ë¨ìx","OFF","-","-","5Hz"
"CH6","8936 analog","500mV","","OFF","-","-","5Hz"

"éûä‘[s]","CH1(Max)[V]","CH1(Min)[V]","CH2(Max)[V]","CH2(Min)[V]","CH3(Max)[V]","CH3(Min)[V]","CH4(Max)[V]","CH4(Min)[V]","CH5(Max)[V]","CH5(Min)[V]","CH6(Max)[V]","CH6(Min)[V]"
1.7000000e-001,-6.75000e-002,-6.75000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76875e+000,+2.76875e+000,+1.87500e-002,+1.87500e-002
1.8000000e-001,-7.25000e-002,-7.25000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
1.9000000e-001,-7.25000e-002,-7.25000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+1.25000e-002,+1.25000e-002
2.0000000e-001,-7.25000e-002,-7.25000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+1.87500e-002,+1.87500e-002
2.1000000e-001,-7.25000e-002,-7.25000e-002,+1.32500e-001,+1.32500e-001,+2.25000e-002,+2.25000e-002,-1.00000e-002,-1.00000e-002,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
2.2000000e-001,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+1.87500e-002,+1.87500e-002
2.3000000e-001,-7.00000e-002,-7.00000e-002,+1.35000e-001,+1.35000e-001,+2.50000e-002,+2.50000e-002,-1.00000e-002,-1.00000e-002,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
2.4000000e-001,-7.25000e-002,-7.25000e-002,+1.35000e-001,+1.35000e-001,+2.50000e-002,+2.50000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+1.25000e-002,+1.25000e-002
2.5000000e-001,-7.25000e-002,-7.25000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-1.00000e-002,-1.00000e-002,+2.76250e+000,+2.76250e+000,+1.87500e-002,+1.87500e-002
2.6000000e-001,-7.25000e-002,-7.25000e-002,+1.35000e-001,+1.35000e-001,+2.50000e-002,+2.50000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
2.7000000e-001,-7.00000e-002,-7.00000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.75625e+000,+2.75625e+000,+2.50000e-002,+2.50000e-002
2.8000000e-001,-7.50000e-002,-7.50000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
2.9000000e-001,-7.75000e-002,-7.75000e-002,+1.37500e-001,+1.37500e-001,+2.50000e-002,+2.50000e-002,-1.00000e-002,-1.00000e-002,+2.76250e+000,+2.76250e+000,+1.25000e-002,+1.25000e-002
3.0000000e-001,-7.50000e-002,-7.50000e-002,+1.35000e-001,+1.35000e-001,+2.00000e-002,+2.00000e-002,-5.00000e-003,-5.00000e-003,+2.76875e+000,+2.76875e+000,+1.87500e-002,+1.87500e-002
3.1000000e-001,-7.00000e-002,-7.00000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-7.50000e-003,-7.50000e-003,+2.76875e+000,+2.76875e+000,-6.25000e-003,-6.25000e-003
3.2000000e-001,-7.00000e-002,-7.00000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+2.50000e-002,+2.50000e-002
3.3000000e-001,-7.25000e-002,-7.25000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-1.00000e-002,-1.00000e-002,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
3.4000000e-001,-7.00000e-002,-7.00000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+1.25000e-002,+1.25000e-002
3.5000000e-001,-7.00000e-002,-7.00000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-1.00000e-002,-1.00000e-002,+2.76250e+000,+2.76250e+000,+1.87500e-002,+1.87500e-002
3.6000000e-001,-7.00000e-002,-7.00000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
3.7000000e-001,-6.75000e-002,-6.75000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+2.50000e-002,+2.50000e-002
3.8000000e-001,-6.75000e-002,-6.75000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-1.00000e-002,-1.00000e-002,+2.76875e+000,+2.76875e+000,+6.25000e-003,+6.25000e-003
3.9000000e-001,-7.00000e-002,-7.00000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
4.0000000e-001,-7.00000e-002,-7.00000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+1.87500e-002,+1.87500e-002
4.1000000e-001,-6.75000e-002,-6.75000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
4.2000000e-001,-6.75000e-002,-6.75000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-7.50000e-003,-7.50000e-003,+2.76875e+000,+2.76875e+000,+2.50000e-002,+2.50000e-002
4.3000000e-001,-7.00000e-002,-7.00000e-002,+1.37500e-001,+1.37500e-001,+2.50000e-002,+2.50000e-002,-1.00000e-002,-1.00000e-002,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
4.4000000e-001,-6.75000e-002,-6.75000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
4.5000000e-001,-7.00000e-002,-7.00000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+1.87500e-002,+1.87500e-002
4.6000000e-001,-7.25000e-002,-7.25000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
4.7000000e-001,-7.25000e-002,-7.25000e-002,+1.40000e-001,+1.40000e-001,+2.25000e-002,+2.25000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+3.12500e-002,+3.12500e-002
4.8000000e-001,-7.25000e-002,-7.25000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
4.9000000e-001,-7.00000e-002,-7.00000e-002,+1.35000e-001,+1.35000e-001,+2.50000e-002,+2.50000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+1.25000e-002,+1.25000e-002
5.0000000e-001,-7.25000e-002,-7.25000e-002,+1.40000e-001,+1.40000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+1.87500e-002,+1.87500e-002
5.1000000e-001,-7.25000e-002,-7.25000e-002,+1.40000e-001,+1.40000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
5.2000000e-001,-7.00000e-002,-7.00000e-002,+1.37500e-001,+1.37500e-001,+2.00000e-002,+2.00000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+1.87500e-002,+1.87500e-002
5.3000000e-001,-7.25000e-002,-7.25000e-002,+1.40000e-001,+1.40000e-001,+2.00000e-002,+2.00000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
5.4000000e-001,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
5.5000000e-001,-7.25000e-002,-7.25000e-002,+1.40000e-001,+1.40000e-001,+2.25000e-002,+2.25000e-002,-2.50000e-003,-2.50000e-003,+2.76250e+000,+2.76250e+000,+1.87500e-002,+1.87500e-002
5.6000000e-001,-7.25000e-002,-7.25000e-002,+1.40000e-001,+1.40000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,-6.25000e-003,-6.25000e-003
5.7000000e-001,-7.00000e-002,-7.00000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+2.50000e-002,+2.50000e-002
5.8000000e-001,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
5.9000000e-001,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-2.50000e-003,-2.50000e-003,+2.76875e+000,+2.76875e+000,+1.25000e-002,+1.25000e-002
6.0000000e-001,-7.25000e-002,-7.25000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.75625e+000,+2.75625e+000,+2.50000e-002,+2.50000e-002
6.1000000e-001,-7.25000e-002,-7.25000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-2.50000e-003,-2.50000e-003,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
6.2000000e-001,-7.25000e-002,-7.25000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+2.50000e-002,+2.50000e-002
6.3000000e-001,-7.25000e-002,-7.25000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-7.50000e-003,-7.50000e-003,+2.75625e+000,+2.75625e+000,+0.00000e+000,+0.00000e+000
6.4000000e-001,-7.25000e-002,-7.25000e-002,+1.35000e-001,+1.35000e-001,+2.00000e-002,+2.00000e-002,-2.50000e-003,-2.50000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
6.5000000e-001,-7.25000e-002,-7.25000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+2.50000e-002,+2.50000e-002
6.6000000e-001,-7.25000e-002,-7.25000e-002,+1.40000e-001,+1.40000e-001,+2.25000e-002,+2.25000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
6.7000000e-001,-7.25000e-002,-7.25000e-002,+1.40000e-001,+1.40000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76875e+000,+2.76875e+000,+2.50000e-002,+2.50000e-002
6.8000000e-001,-7.25000e-002,-7.25000e-002,+1.40000e-001,+1.40000e-001,+2.00000e-002,+2.00000e-002,-5.00000e-003,-5.00000e-003,+2.76875e+000,+2.76875e+000,+6.25000e-003,+6.25000e-003
6.9000000e-001,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.00000e-002,+2.00000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
7.0000000e-001,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76875e+000,+2.76875e+000,+1.87500e-002,+1.87500e-002
7.1000000e-001,-7.00000e-002,-7.00000e-002,+1.42500e-001,+1.42500e-001,+2.00000e-002,+2.00000e-002,-2.50000e-003,-2.50000e-003,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
7.2000000e-001,-7.00000e-002,-7.00000e-002,+1.40000e-001,+1.40000e-001,+2.00000e-002,+2.00000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+2.50000e-002,+2.50000e-002
7.3000000e-001,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
7.4000000e-001,-7.25000e-002,-7.25000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
7.5000000e-001,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.00000e-002,+2.00000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+1.87500e-002,+1.87500e-002
7.6000000e-001,-7.25000e-002,-7.25000e-002,+1.37500e-001,+1.37500e-001,+2.00000e-002,+2.00000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
7.7000000e-001,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+2.50000e-002,+2.50000e-002
7.8000000e-001,-7.25000e-002,-7.25000e-002,+1.40000e-001,+1.40000e-001,+2.00000e-002,+2.00000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
7.9000000e-001,-7.00000e-002,-7.00000e-002,+1.40000e-001,+1.40000e-001,+2.00000e-002,+2.00000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
8.0000000e-001,-6.75000e-002,-6.75000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+2.50000e-002,+2.50000e-002
8.1000000e-001,-7.00000e-002,-7.00000e-002,+1.42500e-001,+1.42500e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76875e+000,+2.76875e+000,+0.00000e+000,+0.00000e+000
8.2000000e-001,-7.25000e-002,-7.25000e-002,+1.40000e-001,+1.40000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+2.50000e-002,+2.50000e-002
8.3000000e-001,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-7.50000e-003,-7.50000e-003,+2.75625e+000,+2.75625e+000,+6.25000e-003,+6.25000e-003
8.4000000e-001,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+1.25000e-002,+1.25000e-002
8.5000000e-001,-7.00000e-002,-7.00000e-002,+1.42500e-001,+1.42500e-001,+2.00000e-002,+2.00000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+1.87500e-002,+1.87500e-002
8.6000000e-001,-7.00000e-002,-7.00000e-002,+1.40000e-001,+1.40000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76875e+000,+2.76875e+000,+6.25000e-003,+6.25000e-003
8.7000000e-001,-7.25000e-002,-7.25000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+2.50000e-002,+2.50000e-002
8.8000000e-001,-7.50000e-002,-7.50000e-002,+1.35000e-001,+1.35000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
8.9000000e-001,-7.25000e-002,-7.25000e-002,+1.35000e-001,+1.35000e-001,+2.00000e-002,+2.00000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
9.0000000e-001,-7.50000e-002,-7.50000e-002,+1.40000e-001,+1.40000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+2.50000e-002,+2.50000e-002
9.1000000e-001,-7.25000e-002,-7.25000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
9.2000000e-001,-7.25000e-002,-7.25000e-002,+1.42500e-001,+1.42500e-001,+2.00000e-002,+2.00000e-002,-5.00000e-003,-5.00000e-003,+2.76875e+000,+2.76875e+000,+2.50000e-002,+2.50000e-002
9.3000000e-001,-7.25000e-002,-7.25000e-002,+1.37500e-001,+1.37500e-001,+2.00000e-002,+2.00000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
9.4000000e-001,-7.25000e-002,-7.25000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+1.25000e-002,+1.25000e-002
9.5000000e-001,-7.25000e-002,-7.25000e-002,+1.40000e-001,+1.40000e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+2.50000e-002,+2.50000e-002
9.6000000e-001,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-7.50000e-003,-7.50000e-003,+2.75625e+000,+2.75625e+000,+6.25000e-003,+6.25000e-003
9.7000000e-001,-7.75000e-002,-7.75000e-002,+1.37500e-001,+1.37500e-001,+2.00000e-002,+2.00000e-002,-2.50000e-003,-2.50000e-003,+2.76250e+000,+2.76250e+000,+2.50000e-002,+2.50000e-002
9.8000000e-001,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.00000e-002,+2.00000e-002,-5.00000e-003,-5.00000e-003,+2.76875e+000,+2.76875e+000,+6.25000e-003,+6.25000e-003
9.9000000e-001,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.00000e-002,+2.00000e-002,+0.00000e+000,+0.00000e+000,+2.75625e+000,+2.75625e+000,+6.25000e-003,+6.25000e-003
1.0000000e+000,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.00000e-002,+2.00000e-002,-2.50000e-003,-2.50000e-003,+2.76875e+000,+2.76875e+000,+1.87500e-002,+1.87500e-002
1.0100000e+000,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
1.0200000e+000,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.00000e-002,+2.00000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+2.50000e-002,+2.50000e-002
1.0300000e+000,-7.50000e-002,-7.50000e-002,+1.37500e-001,+1.37500e-001,+2.00000e-002,+2.00000e-002,-2.50000e-003,-2.50000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
1.0400000e+000,-7.75000e-002,-7.75000e-002,+1.37500e-001,+1.37500e-001,+2.25000e-002,+2.25000e-002,-2.50000e-003,-2.50000e-003,+2.76250e+000,+2.76250e+000,+1.25000e-002,+1.25000e-002
1.0500000e+000,-7.75000e-002,-7.75000e-002,+1.37500e-001,+1.37500e-001,+1.75000e-002,+1.75000e-002,-7.50000e-003,-7.50000e-003,+2.76875e+000,+2.76875e+000,+1.87500e-002,+1.87500e-002
1.0600000e+000,-7.75000e-002,-7.75000e-002,+1.42500e-001,+1.42500e-001,+2.25000e-002,+2.25000e-002,-7.50000e-003,-7.50000e-003,+2.76250e+000,+2.76250e+000,+0.00000e+000,+0.00000e+000
1.0700000e+000,-7.50000e-002,-7.50000e-002,+1.40000e-001,+1.40000e-001,+2.00000e-002,+2.00000e-002,-5.00000e-003,-5.00000e-003,+2.76250e+000,+2.76250e+000,+2.50000e-002,+2.50000e-002
1.0800000e+000,-7.00000e-002,-7.00000e-002,+1.40000e-001,+1.40000e-001,+2.00000e-002,+2.00000e-002,-2.50000e-003,-2.50000e-003,+2.76250e+000,+2.76250e+000,+6.25000e-003,+6.25000e-003
